audio_id,split,label,suggested,p_label,p_suggested,reason,original_filename,source,path,score
AUD-001799,train,Vehicle Horn,Background Noise,0.016,0.984,model is sure it is Background Noise,us8k_72259-1-9-8.wav,UrbanSound8K:72259:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001799.wav,1.284
AUD-004953,val,Aggression,Background Noise,0.018,0.953,model is sure it is Background Noise,vsd_angry_055_00400.wav,VSD:angry_055@40.0-42.0s,audio_dataset/processed/val/Aggression/AUD-004953.wav,1.282
AUD-006427,val,Background Noise,Panic Scream,0.018,0.97,model is sure it is Panic Scream,notscream_GLb9zvhNSXE_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/val/Background Noise/AUD-006427.wav,1.282
AUD-001506,val,Vehicle Horn,Background Noise,0.018,0.943,model is sure it is Background Noise,esc50_3-155130-A-43.wav,ESC-50:155130:car_horn,audio_dataset/processed/val/Vehicle Horn/AUD-001506.wav,1.282
AUD-000686,train,Alarm or Siren,Background Noise,0.018,0.506,label gets a low probability,esc50_5-117122-A-42.wav,ESC-50:117122:siren,audio_dataset/processed/train/Alarm or Siren/AUD-000686.wav,1.282
AUD-006772,train,Background Noise,Animal Sound,0.018,0.975,model is sure it is Animal Sound,us8k_168037-4-7-0.wav,UrbanSound8K:168037:drilling,audio_dataset/processed/train/Background Noise/AUD-006772.wav,1.282
AUD-005595,train,Background Noise,Animal Sound,0.019,0.975,model is sure it is Animal Sound,esc50_2-66637-B-20.wav,ESC-50:66637:crying_baby,audio_dataset/processed/train/Background Noise/AUD-005595.wav,1.281
AUD-005963,test,Background Noise,Animal Sound,0.019,0.849,model is sure it is Animal Sound,esc50_5-263775-B-26.wav,ESC-50:263775:laughing,audio_dataset/processed/test/Background Noise/AUD-005963.wav,1.281
AUD-001850,train,Vehicle Horn,Background Noise,0.019,0.974,model is sure it is Background Noise,us8k_7389-1-4-2.wav,UrbanSound8K:7389:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001850.wav,1.281
AUD-004301,train,Panic Scream,Background Noise,0.02,0.979,model is sure it is Background Noise,scream__1JL0dL_h68_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004301.wav,1.28
AUD-005971,test,Background Noise,Animal Sound,0.02,0.977,model is sure it is Animal Sound,extra_floraphonic-metal-hit-58-193319.mp3,extra:Background Noise (manual),audio_dataset/processed/test/Background Noise/AUD-005971.wav,1.28
AUD-001576,train,Vehicle Horn,Animal Sound,0.02,0.641,label gets a low probability,us8k_17074-1-0-0.wav,UrbanSound8K:17074:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001576.wav,1.28
AUD-004856,train,Panic Scream,Background Noise,0.02,0.889,model is sure it is Background Noise,scream_XyDwFEw4Liw_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004856.wav,1.28
AUD-002036,train,Animal Sound,Background Noise,0.02,0.98,model is sure it is Background Noise,esc50_3-105235-A-7.wav,ESC-50:105235:insects,audio_dataset/processed/train/Animal Sound/AUD-002036.wav,1.28
AUD-005701,train,Background Noise,Animal Sound,0.021,0.979,model is sure it is Animal Sound,esc50_3-154378-A-30.wav,ESC-50:154378:door_wood_knock,audio_dataset/processed/train/Background Noise/AUD-005701.wav,1.279
AUD-006759,train,Background Noise,Alarm or Siren,0.021,0.923,model is sure it is Alarm or Siren,us8k_162318-2-0-17.wav,UrbanSound8K:162318:children_playing,audio_dataset/processed/train/Background Noise/AUD-006759.wav,1.279
AUD-001859,train,Vehicle Horn,Background Noise,0.022,0.976,model is sure it is Background Noise,us8k_82317-1-0-0.wav,UrbanSound8K:82317:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001859.wav,1.278
AUD-006551,val,Background Noise,Panic Scream,0.022,0.975,model is sure it is Panic Scream,notscream_T5CiDF-wAmg_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/val/Background Noise/AUD-006551.wav,1.278
AUD-001912,train,Animal Sound,Aggression,0.022,0.746,model is sure it is Aggression,esc50_1-34119-B-1.wav,ESC-50:34119:rooster,audio_dataset/processed/train/Animal Sound/AUD-001912.wav,1.278
AUD-002030,val,Animal Sound,Background Noise,0.023,0.977,model is sure it is Background Noise,esc50_2-99955-A-7.wav,ESC-50:99955:insects,audio_dataset/processed/val/Animal Sound/AUD-002030.wav,1.277
AUD-002716,test,Animal Sound,Background Noise,0.024,0.976,model is sure it is Background Noise,us8k_29937-3-0-8.wav,UrbanSound8K:29937:dog_bark,audio_dataset/processed/test/Animal Sound/AUD-002716.wav,1.276
AUD-000650,train,Alarm or Siren,Animal Sound,0.024,0.908,model is sure it is Animal Sound,esc50_2-89516-A-37.wav,ESC-50:89516:clock_alarm,audio_dataset/processed/train/Alarm or Siren/AUD-000650.wav,1.276
AUD-002516,test,Animal Sound,Background Noise,0.024,0.976,model is sure it is Background Noise,us8k_174873-3-5-12.wav,UrbanSound8K:174873,audio_dataset/processed/test/Animal Sound/AUD-002516.wav,1.276
AUD-005822,val,Background Noise,Glass Breaking,0.024,0.975,model is sure it is Glass Breaking,esc50_4-187384-A-34.wav,ESC-50:187384:can_opening,audio_dataset/processed/val/Background Noise/AUD-005822.wav,1.276
AUD-005190,train,Aggression,Panic Scream,0.025,0.545,label gets a low probability,vsd_angry_204_02208.wav,VSD:angry_204@220.8-223.8s,audio_dataset/processed/train/Aggression/AUD-005190.wav,1.275
AUD-002761,train,Animal Sound,Gunshot,0.027,0.618,label gets a low probability,us8k_37869-3-0-0.wav,UrbanSound8K:37869:dog_bark,audio_dataset/processed/train/Animal Sound/AUD-002761.wav,1.273
AUD-006342,train,Background Noise,Panic Scream,0.027,0.973,model is sure it is Panic Scream,notscream__ezunRBSAQA_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006342.wav,1.273
AUD-006005,train,Background Noise,Animal Sound,0.028,0.971,model is sure it is Animal Sound,extra_soundreality-cinematic-metal-hit-520222.mp3,extra:Background Noise (manual),audio_dataset/processed/train/Background Noise/AUD-006005.wav,1.272
AUD-006755,train,Background Noise,Alarm or Siren,0.028,0.958,model is sure it is Alarm or Siren,us8k_161005-2-0-14.wav,UrbanSound8K:161005:children_playing,audio_dataset/processed/train/Background Noise/AUD-006755.wav,1.272
AUD-000112,train,Machinery Fault,Background Noise,0.028,0.972,model is sure it is Background Noise,mimii_mimii_00000111.wav,MIMII:mimii:abnormal,audio_dataset/processed/train/Machinery Fault/AUD-000112.wav,1.272
AUD-006804,train,Background Noise,Animal Sound,0.029,0.971,model is sure it is Animal Sound,us8k_180125-4-2-17.wav,UrbanSound8K:180125:drilling,audio_dataset/processed/train/Background Noise/AUD-006804.wav,1.271
AUD-002268,train,Animal Sound,Panic Scream,0.029,0.969,model is sure it is Panic Scream,esc50_5-253085-B-3.wav,ESC-50:253085:cow,audio_dataset/processed/train/Animal Sound/AUD-002268.wav,1.271
AUD-003645,train,Gunshot,Glass Breaking,0.029,0.964,model is sure it is Glass Breaking,gun_MP5_8__78_.wav,Kaggle gunshot dataset:MP5,audio_dataset/processed/train/Gunshot/AUD-003645.wav,1.271
AUD-002218,val,Animal Sound,Background Noise,0.029,0.971,model is sure it is Background Noise,esc50_5-195517-A-7.wav,ESC-50:195517:insects,audio_dataset/processed/val/Animal Sound/AUD-002218.wav,1.271
AUD-005593,train,Background Noise,Animal Sound,0.03,0.83,model is sure it is Animal Sound,esc50_2-62226-A-26.wav,ESC-50:62226:laughing,audio_dataset/processed/train/Background Noise/AUD-005593.wav,1.27
AUD-001527,train,Vehicle Horn,Animal Sound,0.03,0.949,model is sure it is Animal Sound,us8k_100648-1-0-0.wav,UrbanSound8K:100648:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001527.wav,1.27
AUD-000741,train,Alarm or Siren,Animal Sound,0.03,0.942,model is sure it is Animal Sound,us8k_107357-8-0-0.wav,UrbanSound8K:107357:siren,audio_dataset/processed/train/Alarm or Siren/AUD-000741.wav,1.27
AUD-001948,train,Animal Sound,Alarm or Siren,0.03,0.439,label gets a low probability,esc50_1-77241-A-3.wav,ESC-50:77241:cow,audio_dataset/processed/train/Animal Sound/AUD-001948.wav,1.27
AUD-006280,train,Background Noise,Panic Scream,0.03,0.97,model is sure it is Panic Scream,notscream_1mB_cboJR8s_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006280.wav,1.27
AUD-005814,val,Background Noise,Gunshot,0.032,0.968,model is sure it is Gunshot,esc50_4-185415-A-21.wav,ESC-50:185415:sneezing,audio_dataset/processed/val/Background Noise/AUD-005814.wav,1.268
AUD-004722,train,Panic Scream,Aggression,0.034,0.518,label gets a low probability,scream_Rvtcyj2yclE_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004722.wav,1.266
AUD-002627,val,Animal Sound,Alarm or Siren,0.035,0.805,model is sure it is Alarm or Siren,us8k_197075-3-1-1.wav,UrbanSound8K:197075:dog_bark,audio_dataset/processed/val/Animal Sound/AUD-002627.wav,1.265
AUD-000214,val,Machinery Fault,Background Noise,0.036,0.964,model is sure it is Background Noise,mimii_pump_id_00_00000109.wav,MIMII:pump_id_00:abnormal,audio_dataset/processed/val/Machinery Fault/AUD-000214.wav,1.264
AUD-005180,train,Aggression,Background Noise,0.036,0.832,model is sure it is Background Noise,vsd_angry_204_00716.wav,VSD:angry_204@71.6-77.6s,audio_dataset/processed/train/Aggression/AUD-005180.wav,1.264
AUD-004284,train,Panic Scream,Background Noise,0.037,0.963,model is sure it is Background Noise,scream_9bM_mkoP3lw_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004284.wav,1.263
AUD-001826,train,Vehicle Horn,Background Noise,0.037,0.963,model is sure it is Background Noise,us8k_7389-1-0-3.wav,UrbanSound8K:7389:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001826.wav,1.263
AUD-005606,train,Background Noise,Animal Sound,0.038,0.951,model is sure it is Animal Sound,esc50_2-79769-A-26.wav,ESC-50:79769:laughing,audio_dataset/processed/train/Background Noise/AUD-005606.wav,1.262
